ARROW_012|・あ げ な ・い ・ で の ぞ め ば ほ ら ・ ま た す い こ ま れ ・ て|gts a g e n a gts i d e n o z o m e b a h o r a m a t a s u i k o m a r e t e|E4 G4 C5 A4 A4 G4 D5 C5 D5 C5 D5 C5 C5 A4 G4 A4 A4 G4 C5 B4 B4 A#4/Bb4|0.22900763358778625 0.22900763358778625 0.3435114503816794 0.11450381679389313 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.3435114503816794 0.11450381679389313 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.3435114503816794 0.11450381679389313 0.22900763358778625 0.22900763358778625|0.0287141 0.12181729999999999 0.0878825 0.1246012 0.12 0.3371299 0.027843899999999998 0.23841389999999998 0.08179159999999999 0.10482069999999999 0.11299999999999999 0.1582495 0.0748306 0.1289199 0.08499999999999999 0.175 0.0505577 0.1026745 0.1087655 0.3330023 0.0413276 0.2375438 0.1105057 0.10354469999999999 0.12007699999999999 0.1140012 0.119 0.23399999999999999 0.1183221 0.1016779 0.122 0.1116081 0.32107559999999996 0.021753099999999997 0.2447048 0.0713502 0.24750819999999998|0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0
ARROW_013|さ そ う み つ ・ に う そ お ま ぜ た ・|s a s o u m i ts u n i u s o o m a z e t a|E4 E4 E4 G4 F4 F4 E4 A3 G3 A3 G3 A3 C4 C4|0.22900763358778625 0.22900763358778625 0.22900763358778625 0.3435114503816794 0.11450381679389313 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.3435114503816794 0.11450381679389313 0.22900763358778625|0.0841681 0.0533115 0.1636885 0.238 0.17099999999999999 0.039 0.25412629999999997 0.10987369999999999 0.325 0.04 0.22 0.130492 0.1044148 0.1940932 0.17099999999999999 0.06999999999999999 0.0949005 0.12703799999999998 0.2746008 0.0748306 0.4487371|0 0 0 0 1 1 0 0 0 0 0 0 1 1
ARROW_014|ぼ く の こ こ ろ ・ に つ き さ さ る ・あ ろ ・|b o k u n o k o k o r o n i ts u k i s a s a r u gts a r o|D4 D4 C4 D4 C4 D4 D4 D#4/Eb4 E4 E4 D4 C4 D4 E4 A3 A3|0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.11450381679389313 0.11450381679389313 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.4580152671755725 0.11450381679389313|0.0391556 0.098324 0.12703799999999998 0.16634649999999998 0.045 0.11470319999999999 0.10354469999999999 0.1714144 0.0803377 0.041999999999999996 0.0316741 0.34832589999999997 0.04383 0.12007699999999999 0.1157265 0.1435704 0.0913629 0.10643319999999999 0.092 0.163 0.089 0.20199999999999999 0.023583 0.2062193 0.0130519 0.1901458 0.049999999999999996 0.5176853|0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1
ARROW_015|か ん ぺ き な う そ で と け て い ・ く|k a N p e k i n a u s o d e t o k e t e i k u|A3 A3 C4 C4 D4 E4 A3 A3 A3 C4 A3 A3 A3 G3|0.11450381679389313 0.11450381679389313 0.11450381679389313 0.11450381679389313 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.11450381679389313 0.11450381679389313 0.22900763358778625 0.22900763358778625|0.0165323 0.1165966 0.0226232 0.0669995 0.0556879 0.0748307 0.0389517 0.033999999999999996 0.2356955 0.182726 0.08179159999999999 0.1457869 0.041913099999999995 0.17228449999999998 0.08353189999999999 0.1130928 0.1105057 0.1844662 0.0678696 0.0863362 0.2559108 0.1105057 0.21258349999999998|0 0 0 0 0 0 0 0 0 0 0 1 1 0
ARROW_016|・あ ま い か お り ・ の|gts a m a i k a o r i n o|A3 A3 G3 A3 G3 C4 C4 D4|0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.11450381679389313 0.11450381679389313 0.22900763358778625 0.22900763358778625|0.0443763 0.1171087 0.094 0.27699999999999997 0.1063625 0.0739605 0.28867699999999996 0.053 0.0370036 0.2799964 0.044 0.3147627|0 0 0 0 0 1 1 0
ARROW_017|る う る お か さ ね て ・ く う|r u u r u o k a s a n e t e k u u|E4 A3 A3 C4 A3 A3 G3 A3 A3 A3 G3|0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.4580152671755725 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.4580152671755725|0.0382855 0.23829009999999998 0.16899999999999998 0.0429639 0.24303609999999998 0.1266315 0.0896227 0.0957136 0.1327706 0.1902616 0.062 0.25314529999999996 0.1992583 0.33202889999999996 0.12094719999999999 0.2486203 0.376|0 0 0 0 0 0 0 1 1 0 0
ARROW_018|ゆ め に み た ど こ か ・ の|y u m e n i m i t a d o k o k a n o|D4 E4 A3 A3 A3 C4 A3 A3 A3 G3|0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.11450381679389313 0.11450381679389313 0.22900763358778625 0.22900763358778625|0.0697512 0.11 0.08199999999999999 0.22799999999999998 0.037 0.104 0.095 0.1363597 0.0931033 0.15053139999999998 0.0730903 0.18497809999999998 0.0661293 0.0313245 0.0530775 0.2764059 0.07246709999999999 0.2009986|0 0 0 0 0 0 0 1 1 0
ARROW_019|す ご い ち か ら ・ で|s u g o i ch i k a r a d e|A3 A3 G3 A3 G3 C4 C4 D4|0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.11450381679389313 0.11450381679389313 0.22900763358778625 0.22900763358778625|0.10528499999999999 0.1704972 0.054 0.261967 0.0861422 0.1139862 0.1557521 0.06612939999999999 0.0570231 0.0411659 0.3068341 0.056854299999999997 0.2305827|0 0 0 0 0 1 1 0
ARROW_020|ど ん な ね が い ・ も|d o N n a n e g a i m o|E4 A3 A3 C4 A3 A3 A3 G3|0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.11450381679389313 0.11450381679389313 0.22900763358778625 0.22900763358778625|0.0130519 0.22149939999999999 0.181 0.04 0.13 0.107 0.1762089 0.059168399999999996 0.07862269999999999 0.288 0.088 0.20199999999999999|0 0 0 0 0 1 1 0
ARROW_021|か な え ら れ る ・|k a n a e r a r e r u|A3 A3 C4 D4 C4 A3 A3|0.22900763358778625 0.22900763358778625 0.22900763358778625 0.4580152671755725 0.4580152671755725 0.4580152671755725 0.3435114503816794|0.0191427 0.1730681 0.061 0.16799999999999998 0.2205821 0.0469867 0.43883069999999996 0.0374153 0.4361852 0.0310712 0.7641104|0 0 0 0 0 1 1
ARROW_022|こ の ほ し わ|k o n o h o sh i w a|E4 D4 C4 A3 A3|0.22900763358778625 0.4580152671755725 0.22900763358778625 0.4580152671755725 0.4580152671755725|0.0261734 0.178 0.041999999999999996 0.3281384 0.08440199999999999 0.16706369999999998 0.12442769999999999 0.3759682 0.0480704 0.42192959999999996|0 0 0 0 0
ARROW_023|・あ や し ・ か じ つ の よ うぉ な ・|gts a y a sh i k a j i ts u n o y o w o n a|A3 G3 A3 A3 D4 C4 D4 C4 D4 E4 E4 E4|0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.4580152671755725 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.916030534351145 0.3435114503816794|0.0452464 0.162176 0.07971829999999999 0.0904929 0.12878879999999998 0.3341821 0.09919399999999999 0.3862 0.0617787 0.091363 0.1418302 0.201452 0.043 0.12421049999999999 0.1096355 0.1957778 0.0269739 0.1684023 0.04 1.1670582999999999|0 0 1 1 0 0 0 0 0 0 1 1
ARROW_024|ふ れ て み た い の ま だ し ら な い う ・ そ|f u r e t e m i t a i n o m a d a sh i r a n a i u s o|E4 D4 C4 F4 E4 D4 C4 D4 C4 D4 C4 D4 C4 D4 D4 D#4/Eb4|0.22900763358778625 0.4580152671755725 0.22900763358778625 0.22900763358778625 0.4580152671755725 0.22900763358778625 0.4580152671755725 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.11450381679389313 0.11450381679389313 0.22900763358778625 0.4580152671755725|0.0489745 0.1770255 0.06699999999999999 0.32978609999999997 0.0974538 0.11576009999999999 0.125 0.148697 0.0757007 0.44760229999999995 0.172 0.077 0.38699999999999996 0.063 0.19799999999999998 0.051 0.0931978 0.1157264 0.1980758 0.026416099999999998 0.13858389999999998 0.088 0.242 0.131 0.24293759999999998 0.0922331 0.4724539|0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
ARROW_025|ず ばっ と う ば わ れ ・ て き み の こ こ ろ ・ に か ら だ が ほ ら ・ こ ど うぉ に う た れ ・ て く そ め て そ め て そ め な ・い ・ で の ぞ め ば ほ ら ・ ま た と り こ ま れ ・ て|z u b a cl t o u b a w a r e t e k i m i n o k o k o r o n i k a r a d a g a h o r a k o d o w o n i u t a r e t e k u s o m e t e s o m e t e s o m e n a gts i d e n o z o m e b a h o r a m a t a t o r i k o m a r e t e|E4 C5 A4 G4 A4 C5 A4 A4 G4 G4 G4 A4 A4 G4 C5 C5 A4 G4 D5 D5 D5 D5 C5 C5 A4 G4 A4 A4 G4 C5 B4 B4 A#4/Bb4 A4 E4 G4 A4 E4 G4 A4 E4 G4 C5 A4 A4 G4 D5 C5 D5 C5 D5 C5 C5 A4 G4 A4 A4 G4 C5 B4 B4 A#4/Bb4|0.22900763358778625 0.4580152671755725 0.4580152671755725 0.22900763358778625 0.22900763358778625 0.3435114503816794 0.11450381679389313 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.3435114503816794 0.11450381679389313 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.3435114503816794 0.11450381679389313 0.22900763358778625 0.22900763358778625 0.4580152671755725 0.22900763358778625 0.22900763358778625 0.4580152671755725 0.22900763358778625 0.22900763358778625 0.4580152671755725 0.22900763358778625 0.22900763358778625 0.3435114503816794 0.11450381679389313 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.3435114503816794 0.11450381679389313 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.3435114503816794 0.11450381679389313 0.22900763358778625 0.22900763358778625|0.041766 0.11833679999999999 0.10615509999999999 0.2303361 0.2088296 0.013921999999999999 0.4555845 0.17707009999999998 0.0487269 0.1296485 0.0948434 0.2945598 0.057999999999999996 0.21971159999999998 0.1296484 0.091363 0.1247162 0.1925608 0.0423725 0.15401189999999998 0.08440199999999999 0.11275779999999999 0.1124558 0.083322 0.11767799999999999 0.153 0.1085609 0.37143909999999997 0.06 0.12584009999999998 0.091363 0.1727969 0.09332599999999999 0.1148563 0.091363 0.19345469999999998 0.0560241 0.1439759 0.0718148 0.2928733 0.0743119 0.22327039999999998 0.0957136 0.12221739999999999 0.0957136 0.2036973 0.0287141 0.20667359999999999 0.048 0.19499999999999998 0.12947039999999999 0.12877829999999998 0.3037513 0.027 0.2418551 0.1009344 0.0861422 0.1418302 0.2613255 0.18881679999999998 0.2070958 0.0461102 0.0931683 0.14096 0.2758292 0.16893229999999998 0.207 0.049999999999999996 0.08804089999999999 0.12268739999999999 0.25407609999999997 0.18040399999999998 0.2147916 0.053 0.107 0.11499999999999999 0.33515069999999997 0.029584199999999998 0.23667359999999998 0.0955915 0.09999999999999999 0.118 0.145 0.086 0.156 0.0590915 0.1719085 0.0372097 0.1547903 0.0766625 0.3103375 0.056999999999999995 0.22799999999999998 0.121 0.1070879 0.109389 0.10180439999999999 0.1148563 0.21902449999999998 0.0248379 0.0987197 0.1348692 0.1264111 0.0911197 0.3068803 0.052 0.2424403 0.0748306 0.24272909999999998|0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0
ARROW_026|か ら む み つ ・ に ’お と うぉ な で た ・|k a r a m u m i ts u n i edg o t o w o n a d e t a|E4 E4 E4 G4 F4 F4 E4 A3 G3 A3 G3 A3 C4 C4|0.22900763358778625 0.22900763358778625 0.22900763358778625 0.3435114503816794 0.11450381679389313 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.3435114503816794 0.11450381679389313 0.22900763358778625|0.0254777 0.1736457 0.046986599999999996 0.1923677 0.048999999999999995 0.172 0.041999999999999996 0.22154189999999999 0.1252978 0.3201603 0.044 0.1702724 0.061778799999999995 0.13051849999999998 0.091363 0.1784637 0.042636099999999996 0.1699675 0.078 0.10842489999999999 0.113116 0.2619072 0.06612939999999999 0.4324225|0 0 0 0 1 1 0 0 0 0 0 0 1 1
ARROW_027|ぼ く の こ ま く ・ に な り ひ び く ・あ ろ ・|b o k u n o k o m a k u n i n a r i h i b i k u gts a r o|D4 D4 C4 D4 C4 D4 D4 D#4/Eb4 E4 E4 D4 C4 D4 E4 A3 A3|0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.11450381679389313 0.11450381679389313 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.4580152671755725 0.11450381679389313|0.047 0.1010546 0.1289454 0.16399999999999998 0.061 0.1005475 0.12245249999999999 0.174 0.03 0.0458255 0.08440199999999999 0.3497725 0.049999999999999996 0.09999999999999999 0.0867559 0.23424409999999998 0.0346241 0.1052849 0.097091 0.212 0.0310808 0.0904928 0.12877829999999998 0.2395958 0.006960999999999999 0.21309129999999998 0.051 0.48329829999999996|0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1
ARROW_028|み せ て ほ し ・い の ま だ し ら な い こ ・ と|m i s e t e h o sh i gts i n o m a d a sh i r a n a i k o t o|E4 D4 C4 F4 E4 D4 C4 D4 C4 D4 C4 D4 C4 D4 D4 D#4/Eb4|0.22900763358778625 0.4580152671755725 0.22900763358778625 0.22900763358778625 0.4580152671755725 0.22900763358778625 0.4580152671755725 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.11450381679389313 0.11450381679389313 0.22900763358778625 0.4580152671755725|0.0563647 0.1178601 0.12181729999999999 0.3391015 0.0965838 0.1446373 0.0807247 0.1146097 0.12703799999999998 0.4200231 0.007831099999999999 0.1847734 0.074 0.291 0.13399999999999998 0.22391899999999998 0.041765899999999995 0.10180449999999999 0.1215106 0.20199999999999999 0.021570199999999998 0.12529769999999998 0.0974539 0.2454632 0.0339349 0.0862801 0.2842576 0.0661293 0.4790798|0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
ARROW_029|ず ばっ と う ば わ れ ・ て き み の こ こ ろ ・ に こ と ば が ほ ら ・ ・あ ふ れ て か わ ・い ・ て く ・あ げ て|z u b a cl t o u b a w a r e t e k i m i n o k o k o r o n i k o t o b a g a h o r a gts a f u r e t e k a w a gts i t e k u gts a g e t e|E4 C5 A4 G4 A4 C5 A4 A4 G4 G4 G4 A4 A4 G4 C5 C5 A4 G4 D5 D5 D5 D5 C5 C5 A4 G4 A4 A4 G4 A4 C5 C5 D5 A4 E4 G4 A4|0.22900763358778625 0.4580152671755725 0.4580152671755725 0.22900763358778625 0.22900763358778625 0.3435114503816794 0.11450381679389313 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.3435114503816794 0.11450381679389313 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.22900763358778625 0.3435114503816794 0.11450381679389313 0.22900763358778625 0.22900763358778625 0.4580152671755725 0.22900763358778625 0.22900763358778625 0.3435114503816794|0.0435061 0.12268749999999999 0.11659649999999999 0.2484971 0.190557 0.013921999999999999 0.4804948 0.16499999999999998 0.0473004 0.1357393 0.0965837 0.29405519999999996 0.042636099999999996 0.267998 0.0856873 0.0854804 0.13225879999999998 0.19026079999999998 0.0420622 0.1289378 0.09699999999999999 0.1144573 0.10789539999999999 0.1087654 0.1148563 0.14559909999999998 0.1009344 0.3744921 0.06999999999999999 0.1127871 0.10006419999999999 0.1096356 0.12268739999999999 0.1918257 0.040339099999999996 0.1866609 0.048 0.1316611 0.0783111 0.3190278 0.040999999999999995 0.3328791 0.013051799999999999 0.1330691 0.0926931 0.19830689999999998 0.047067899999999996 0.1148564 0.1096355 0.09187479999999999 0.1252978 0.1383497 0.0957136 0.33550939999999996 0.0304543 0.2217466 0.12007699999999999 0.1252978 0.1105057 0.42850099999999997 0.0182725 0.16420679999999999 0.0539476 0.0974539 0.12703799999999998 0.3997869|0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0
ARROW_030|・あ げ て|gts a g e t e|E4 G4 A4|0.22900763358778625 0.22900763358778625 0.3435114503816794|0.034804999999999996 0.15621269999999998 0.044 0.09858979999999999 0.1139862 0.3791272|0 0 0
